author_name,book_title,author_average_rating,author_rating_count,author_review_count,book_average_rating,num_ratings,num_reviews,pages,genre_Childrens,genre_Classics,genre_Fantasy,genre_Fiction,genre_Historical,genre_History,genre_Horror,genre_Mystery,genre_New Adult,genre_Nonfiction,genre_Paranormal,genre_Romance,genre_Science Fiction,genre_Sequential Art,genre_Young Adult,author_gender_female,author_gender_male,starrating
"Erin Dionne
","
      Notes from an Accidental Band Geek
",3.95,14139,1841,3.91,1403,218,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Stasia Ward Kehoe
","
      Audition
",3.57,3392,609,3.33,1374,239,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Lily Blackwood
","
      The Beast of Clan Kincaid
",4.02,1490,444,3.96,820,184,291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,*
"Martha Hall Kelly
","
      Lilac Girls
",4.3,130412,13212,4.3,130211,13100,487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Emma Cline
","
      The Girls
",3.47,136008,14736,3.47,135792,14713,370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Tere Michaels
","
      Faith & Fidelity
",4.03,23757,2490,4.03,8953,852,228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*****
"Per Wahlöö
","
      Murder on the Thirty-first Floor
",3.9,45165,3266,3.44,480,74,207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"Håkan Nesser
","
      The Inspector and Silence
",3.67,48507,3692,3.7,3578,284,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Terri Brisbin
","
      Blazing Earth
",3.84,12895,1270,3.62,42,17,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Kasey Michaels
","
      A Scandalous Proposal
",3.68,27230,2335,3.69,210,61,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Sunny
","
      Mona Lisa Awakening
",3.99,43408,2264,3.78,4067,312,276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Lisa Lutz
","
      The Passenger
",3.91,122510,14058,3.7,23717,3398,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"M-E Girard
","
      Girl Mans Up
",3.98,3615,717,4.01,3323,654,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Yrsa Sigurðardóttir
","
      My Soul to Take
",3.74,36436,3947,3.75,5464,346,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Anna Harrington
","
      How I Married a Marquess
",3.86,4407,1108,3.81,478,100,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Paul Kalanithi
","
      When Breath Becomes Air
",4.34,283363,24778,4.34,283380,24780,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,*
"Mariko Tamaki
","
      Skim
",3.71,69902,8313,3.79,10731,1111,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,*
"Karin Fossum
","
      Broken
",3.7,52192,4858,3.55,1220,216,265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Morgan Matson
","
      Amy & Roger's Epic Detour
",4.08,241599,30833,4.02,80004,8102,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Vanessa Kelly
","
      My Fair Princess
",3.77,10590,2061,3.84,1004,265,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Celeste Bradley
","
      I Thee Wed
",3.87,27615,1955,3.79,341,69,335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Chris Snider
","
      Accents of Horror: Four flavors of death
",4.16,110,60,4.04,52,33,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,*
"D.M. Wolfenden
","
      Behind Blue Eyes
",4.28,411,262,4.13,161,87,340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,*
"Maj Sjöwall
","
      The Locked Room
",3.91,45003,3212,3.96,3262,217,291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"D.R. Perry
","
      Bearly Awake
",4.35,491,139,4.17,119,48,177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Molly Beth Griffin
","
      Silhouette of a Sparrow
",3.74,1863,287,3.74,1600,220,224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"Candace Camp
","
      Enraptured
",3.82,35730,2642,3.64,302,58,370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Heather Cocks
","
      Spoiled
",3.76,43294,5990,3.57,5619,750,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Johan Theorin
","
      The Darkest Room
",3.75,17761,1400,3.86,4811,341,480,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Sara Bennett Wealer
","
      Rival
",3.69,1425,201,3.68,1406,186,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"E.E. Charlton-Trujillo
","
      Fat Angie
",3.64,4374,570,3.65,4018,492,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Jaymin Eve
","
      Dragon Marked
",4.25,161592,11481,4.13,10554,804,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Åsa Larsson
","
      The Black Path
",3.74,37142,2746,3.78,5358,327,384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Lara Chapman
","
      Flawless
",3.78,2590,263,3.75,2458,242,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"T.S. Paul
","
      Uncommon Life
",4.2,24116,1170,4.36,118,6,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,*
"Di Jones
","
      Taking the Lead: Adventures of a Hollywood Dog Walker (LA Lights #2)
",3.87,362,156,3.97,68,29,291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"Rebecca Stead
","
      When You Reach Me
",4.01,124329,17323,4.08,76484,10699,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Maya Rodale
","
      Chasing Lady Amelia
",3.75,26256,3291,3.72,1329,200,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,*
"Kjell Eriksson
","
      The Princess of Burundi
",3.5,10082,1021,3.45,3586,365,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Bronwen Evans
","
      A Taste of Seduction
",3.88,9064,1944,4.05,351,133,283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"A.J. Brown
","
      Dredging Up Memories
",4.32,436,110,4.69,16,4,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,*
"Annameekee Hesik
","
      Driving Lessons
",3.93,931,85,3.98,305,30,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Josie Bloss
","
      Faking Faith
",3.47,1398,286,3.61,668,148,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Dana Reinhardt
","
      The Summer I Learned to Fly
",3.66,12908,2337,3.76,1942,349,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Melina Marchetta
","
      Saving Francesca
",4.05,176270,20978,3.96,30110,2990,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Vivienne Lorret
","
      This Earl is on Fire
",3.82,10310,1205,3.9,820,103,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Miranda Brock
","
      Souls Discovered
",4.44,112,87,4.45,55,41,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Leila Sales
","
      Past Perfect
",3.82,37304,5686,3.69,5890,593,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Amelia Grey
","
      Wedding Night with the Earl
",3.59,8341,1661,3.73,494,117,312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Ella Quinn
","
      When a Marquis Chooses a Bride
",3.83,7964,1304,4.0,885,114,320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Charles Lambert
","
      The Children's Home
",3.1,2573,680,2.95,2118,555,224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,*
"Liz Reinhardt
","
      Double Clutch
",3.79,36737,2513,3.72,6929,452,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Miranda Neville
","
      Secrets of a Soprano
",3.66,11680,1629,3.8,123,34,279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Audrey Coulthurst
","
      Of Fire and Stars
",3.74,10274,2202,3.73,9542,1991,389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Chris O'Mara
","
      Healer's Ruin
",3.95,106,7,3.93,104,6,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Victoria  Roberts
","
      Kill or Be Kilt
",3.95,4656,892,3.98,300,92,321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Susane Colasanti
","
      When It Happens
",3.74,116967,6965,3.75,35266,1278,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Susan Count
","
      Selah's Sweet Dream
",4.38,138,45,4.6,43,12,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Janet Gurtler
","
      If I Tell
",3.83,12859,1849,3.66,1558,230,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Sophie Flack
","
      Bunheads
",3.73,6078,940,3.73,6076,940,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Mike Meyer
","
      Triangle of Hope
",3.74,718,193,3.64,25,12,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Caroline Linden
","
      A Study in Scandal
",3.77,26262,3309,3.85,407,55,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Jane Eagland
","
      Wildthorn
",3.63,4569,642,3.65,4069,523,359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"James Thompson
","
      Snow Angels
",3.68,7599,1227,3.68,3711,598,264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Rachel Brimble
","
      Her One True Love
",3.58,1274,478,3.47,68,43,320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,**
"Jolene Betty Perry
","
      The Next Door Boys
",3.88,3237,513,3.76,1752,204,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Sharon Cullen
","
      Sutherland's Secret
",3.9,4077,1092,4.11,636,138,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Tess Sharpe
","
      Far From You
",3.99,15023,2699,4.03,10140,1246,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Jessica Martinez
","
      Virtuosity
",3.71,6593,1043,3.78,3955,545,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Miranda Kenneally
","
      Stealing Parker
",3.89,117069,9319,3.88,18322,1260,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Megan Frampton
","
      Why Do Dukes Fall in Love?
",3.61,7244,1321,3.82,568,99,371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Justin Holley
","
      Bruised (Bruised, #1)
",4.0,55,12,4.27,11,1,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Lisa Schroeder
","
      The Day Before
",3.97,47134,6322,4.0,6677,736,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Jane Ashford
","
      Heir to the Duke
",3.31,5648,1178,3.25,729,110,343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Henning Mankell
","
      The Pyramid: And Four Other Kurt Wallander Mysteries
",3.83,261861,17709,3.85,9579,653,392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Manda Collins
","
      Good Dukes Wear Black
",3.67,9738,2027,3.71,286,87,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Jennifer Brown
","
      Bitter End
",3.98,71761,7839,3.9,6971,767,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"D.E. Haggerty
","
      Never Trust a Skinny Cupcake Baker
",4.17,784,386,4.15,73,37,183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Christy English
","
      How to Wed a Warrior
",3.7,4838,706,3.78,320,63,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Dave Riese
","
      Echo from Mount Royal
",4.31,48,25,4.31,48,25,380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Sara Zarr
","
      How to Save a Life
",3.71,77047,9358,3.89,14926,1824,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Jennifer Haymore
","
      Highland Awakening
",3.74,8111,1672,3.96,367,106,248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,**
"Christi Caldwell
","
      To Trust a Rogue
",4.04,51369,4566,4.12,770,59,183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Angel Leya
","
      Skye's Lure: A Contemporary Fantasy Romance Mermaid eBook
",4.08,391,161,3.76,42,33,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Daniel Handler
","
      Why We Broke Up
",3.49,70672,9891,3.48,48713,6785,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Karl Edward Wagner
","
      Night Winds
",4.02,28797,1464,4.28,726,34,286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Alathia Paris Morgan
","
      Ding Dong! Is She Dead?
",4.22,387,185,4.14,92,55,203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Jo Nesbø
","
      The Son
",3.93,604259,44270,4.07,30845,2574,407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,***
"Christina Mandelski
","
      The Sweetest Thing
",3.66,1324,373,3.61,928,207,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"John Connolly
","
      The Book of Lost Things
",4.03,207959,20019,3.99,56463,7191,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"M.T. Magee
","
      The Treasure of Gwenlais
",4.41,58,20,4.37,49,16,1439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Sherilyn Powers
","
      I'm Not Crazy... I'm Allergic!
",4.4,25,19,4.4,25,19,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,**
"Jennifer Echols
","
      The One That I Want
",3.83,166132,9352,3.74,8811,432,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Holly Schindler
","
      Playing Hurt
",3.74,7343,972,3.77,4052,275,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Sarah Pinborough
","
      Murder
",3.73,88714,15835,3.72,608,103,326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Fritz Leiber
","
      Ill Met in Lankhmar
",3.96,88816,5065,4.16,2573,64,494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Dorothy Cannell
","
      The Thin Woman
",3.75,15174,1383,3.95,4321,333,273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Alexandra Hawkins
","
      You Can't Always Get the Marquess You Want
",3.88,13271,1258,3.72,269,68,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Kate Collins
","
      Mum's the Word
",3.94,28493,1843,3.75,4893,369,304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Maureen Johnson
","
      The Bermudez Triangle
",3.9,493754,47817,3.5,9988,558,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Luccia Gray
","
      Twelfth Night at Eyre Hall
",4.13,204,80,4.32,56,22,276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Michael R. Fletcher
","
      Beyond Redemption
",4.11,2531,646,4.02,1299,281,480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Christian A. Brown
","
      Feast of Fates
",4.23,229,104,4.05,165,81,523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Rhys Bowen
","
      Murphy's Law
",3.92,269113,21994,3.85,9319,906,226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"Anne George
","
      Murder Boogies with Elvis
",4.21,21079,1303,4.3,2002,127,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"Elle Kennedy
","
      The Deal
",4.13,427480,42598,4.28,99918,8639,342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,***
"Christina Meredith
","
      Kiss Crush Collide
",3.06,3156,378,3.04,3038,359,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Amy Sandas
","
      Luck Is No Lady
",3.88,2864,524,3.91,1183,180,382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Kevin James Breaux
","
      Soul Born
",4.29,387,133,3.89,112,49,316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Julie Maroh
","
      Blue Is the Warmest Color
",3.91,23047,2493,3.92,22247,2340,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,***
"John M. McIlveen
","
      Hannahwhere
",3.85,2913,468,4.06,299,42,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,***
"Lars Kepler
","
      The Hypnotist
",3.87,94643,8063,3.66,36928,3393,503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,***
"Elaine Viets
","
      Shop Till You Drop
",3.76,39091,2810,3.71,2946,204,288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Susan Wittig Albert
","
      The Darling Dahlias and the Cucumber Tree
",3.91,83642,7886,3.66,2371,388,304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Lindsey Leavitt
","
      Sean Griswold's Head
",3.78,22163,3078,3.78,5925,722,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Mary Wine
","
      Highland Spitfire
",3.88,22484,1725,3.88,900,117,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Valerie Bowman
","
      The Untamed Earl
",3.84,13235,3043,3.89,685,177,304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Lorraine Zago Rosenthal
","
      Other Words for Love
",3.84,4112,672,3.86,3401,517,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
"Liz Lipperman
","
      Liver Let Die
",3.85,1503,248,3.78,740,125,278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"Sanna Hines
","
      Shining Ones: Legacy of the Sidhe
",4.43,107,83,4.43,44,32,342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Kirsty Moseley
","
      The Boy Who Sneaks in my Bedroom Window
",4.0,113338,8628,3.93,59275,4615,253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,**
"Sharon Gibbs
","
      Resurrection of an Empire
",4.29,118,65,4.79,14,10,388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,****
"Caroline Graham
","
      The Killings at Badger's Drift
",3.88,13497,1073,3.94,5398,429,272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,*
"C.A. Newsome
","
      A Shot in the Bark
",3.83,4820,553,3.7,2875,289,203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Beverly Jenkins
","
      Forbidden
",4.35,41373,4420,3.98,2142,473,217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Cat Patrick
","
      Forgotten
",3.8,33520,4493,3.78,17202,2316,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"China Miéville
","
      Perdido Street Station
",3.85,260410,25961,3.97,51621,4317,623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Carlene O'Neil
","
      One Foot in the Grape
",3.94,460,151,3.79,262,59,294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Blaize Clement
","
      Curiosity Killed the Cat Sitter
",3.97,11484,1336,3.86,2461,290,272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Lauren   Smith
","
      Her Wicked Proposal
",3.97,14757,2991,4.02,920,106,390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Jennifer Castle
","
      The Beginning of After
",3.75,11195,1363,3.78,7760,684,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"A.S. King
","
      Ask the Passengers
",3.87,91273,13874,3.86,21989,2487,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,****
"Karen Ranney
","
      An American in Scotland
",3.78,21174,2017,3.74,345,67,345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Karen E. Olson
","
      The Missing Ink
",3.86,5602,747,3.79,1766,206,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Joanna Shupe
","
      Tycoon
",3.78,11649,2237,3.56,658,147,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Gwendolyn Heasley
","
      Where I Belong
",3.73,9205,800,3.73,6503,500,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Shana Norris
","
      The Boyfriend Thief
",3.78,18384,1180,3.75,13037,580,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Iryna K. Combs
","
      Black Wings
",4.42,53,30,4.4,52,29,226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,*****
"Shari Randall
","
      Curses, Boiled Again!
",4.0,490,189,4.01,246,93,290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Wendy Wunder
","
      The Probability of Miracles
",3.83,13677,1814,3.93,9251,1258,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Stacy Reid
","
      Accidentally Compromising the Duke
",4.03,11104,1499,4.09,2107,191,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,**
"Kody Keplinger
","
      The DUFF: Designated Ugly Fat Friend
",3.82,225988,17814,3.84,164779,11706,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Dean F. Wilson
","
      The Call of Agon
",3.98,2472,558,3.61,277,56,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Elyse Salpeter
","
      The Ruby Amulet
",4.2,389,111,4.56,9,4,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Wendy Lyn Watson
","
      I Scream, You Scream
",3.76,3250,349,3.73,1711,173,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Kieran Scott
","
      He's So Not Worth It
",3.9,33580,3215,3.94,5694,391,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Kari Lee Townsend
","
      Tempest in the Tea Leaves
",3.75,3802,518,3.74,1389,190,294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Eva Leigh
","
      Temptations of a Wallflower
",3.64,4703,906,3.64,1089,196,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Brian  McClellan
","
      Promise of Blood
",4.26,101962,6374,4.16,32280,2314,545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Jenny Downham
","
      You Against Me
",3.79,69643,6158,3.7,17505,1419,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Theresa Romain
","
      A Gentleman's Game
",3.56,7875,1785,3.43,326,84,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Collette Cameron
","
      Her Scandalous Wish
",4.09,12825,2366,3.9,460,82,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Lila Dare
","
      Tressed to Kill
",3.85,1790,155,3.84,923,65,294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Charlotte MacLeod
","
      The Family Vault
",3.87,20259,1473,3.98,1398,110,237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Jenny B. Jones
","
      There You'll Find Me
",4.17,40191,3928,4.07,8831,1001,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Jenny Han
","
      It's Not Summer Without You
",4.09,896271,91672,4.12,95986,4644,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Gene Wolfe
","
      Shadow & Claw
",3.97,185813,11498,4.03,14245,928,413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Sarah Graves
","
      The Dead Cat Bounce
",3.7,27051,2574,3.74,3128,264,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Marcia Muller
","
      Edwin of the Iron Shoes
",3.82,56049,3609,3.9,5662,149,215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Sophie Barnes
","
      His Scandalous Kiss
",3.64,6896,1206,3.64,247,63,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Carrie Vaughn
","
      Kitty and the Midnight Hour
",3.83,263563,20729,3.66,27991,1659,259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Cathy Maxwell
","
      The Fairest of Them All
",3.71,33373,2973,3.56,777,117,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Tara Kelly
","
      Amplified
",3.78,9458,1106,3.71,5381,413,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Mervyn Peake
","
      The Gormenghast Novels
",3.82,305409,8973,3.99,7738,570,1173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Julia Spencer-Fleming
","
      In the Bleak Midwinter
",4.05,44947,4503,3.91,10691,1264,370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Katie Klein
","
      Cross My Heart
",3.92,24092,1152,3.91,18610,829,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Sally MacKenzie
","
      How to Manage a Marquess
",3.68,23272,2418,3.66,593,130,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Betty Hechtman
","
      Hooked on Murder
",3.81,12169,1412,3.64,2361,270,280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
"Amanda Quick
","
      'Til Death Do Us Part
",3.9,219118,11636,3.8,5763,649,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,***
"C.S. Friedman
","
      Feast of Souls
",4.0,60481,2351,3.89,5169,322,564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Rachael Miles
","
      Jilting the Duke
",3.69,788,209,3.71,348,81,364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,***
"Miranda James
","
      Murder Past Due
",4.0,26081,3772,3.83,5401,711,294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,**
